0.825,0.825,Legato
0.8272727272727273,0.8272727272727273,Staccato
0.8431818181818181,2.3613636363636363,48
2.5568181818181817,2.5568181818181817,Staccato
3.895454545454545,3.895454545454545,48
4.486363636363636,4.486363636363636,40
4.663636363636363,4.663636363636363,Legato
5.4818181818181815,5.4818181818181815,48
5.8999999999999995,5.8999999999999995,Staccato
6.3136363636363635,6.3136363636363635,Staccato
7.16590909090909,7.16590909090909,48
7.536363636363636,8.690909090909091,48
8.863636363636363,8.863636363636363,Staccato
10.143181818181818,10.143181818181818,48
16.706818181818182,16.706818181818182,40
30.190909090909088,30.190909090909088,Legato
31.66363636363636,31.66363636363636,48
33.36818181818182,33.36818181818182,Staccato
37.220454545454544,37.220454545454544,Staccato
38.07954545454545,40.75,48
41.768181818181816,43.793181818181814,48
43.98409090909091,44.34318181818182,Staccato
44.959090909090904,44.959090909090904,48
46.215909090909086,46.215909090909086,6
46.418181818181814,46.418181818181814,Legato
46.81818181818181,47.00909090909091,48
47.199999999999996,47.56363636363636,Staccato
48.17727272727272,48.17727272727272,48
49.03636363636363,49.03636363636363,48
49.34772727272727,49.34772727272727,Staccato
49.56590909090909,50.111363636363635,Legato
50.33181818181818,50.70227272727273,Staccato
51.293181818181814,51.293181818181814,48
52.086363636363636,52.086363636363636,48
52.474999999999994,52.474999999999994,Staccato
52.699999999999996,53.29090909090909,Legato
53.48181818181818,53.86363636363636,Staccato
54.44318181818181,54.44318181818181,48
55.3,55.3,48
55.63409090909091,55.63409090909091,Staccato
56.03636363636363,56.03636363636363,48
56.445454545454545,56.445454545454545,48
56.63863636363636,57.18863636363636,Staccato
57.39090909090909,57.970454545454544,Legato
58.15909090909091,58.543181818181814,Staccato
59.31136363636363,59.31136363636363,48
65.99090909090908,65.99090909090908,40
66.19545454545454,66.19545454545454,Legato
66.67045454545455,66.67045454545455,Staccato
66.87272727272727,67.50454545454545,Legato
67.69545454545454,68.06590909090909,Staccato
68.70227272727273,68.70227272727273,48
69.24772727272727,69.24772727272727,40
69.46136363636363,69.46136363636363,Legato
69.86818181818181,69.86818181818181,Staccato
72.65227272727272,95.57499999999999,Legato
95.75454545454545,96.14318181818182,Staccato
100.78636363636363,100.78636363636363,48
102.72727272727272,102.72727272727272,40
103.36136363636363,103.36136363636363,Legato
105.48409090909091,105.48409090909091,Staccato
107.26590909090909,107.97045454545454,Legato
108.22272727272727,145.73636363636362,Staccato
149.53863636363636,149.53863636363636,48
151.09318181818182,151.09318181818182,40
151.48636363636362,151.48636363636362,Legato
155.27045454545453,155.27045454545453,Staccato
158.40454545454546,262.1181818181818,Legato
262.31363636363636,275.2295454545454,Staccato
