0.5,1.0,Staccato
2.5,3.0,Staccato
4.5,17.0,Staccato
18.0,18.125,Legato
18.25,21.0,Staccato
22.0,22.125,Legato
22.25,31.0,Staccato
32.5,33.0,Staccato
34.5,35.0,Staccato
36.5,49.0,Staccato
50.0,50.125,Legato
50.25,75.0,Staccato
76.0,76.125,Legato
76.25,76.875,Staccato
77.0,77.125,Legato
77.25,77.875,Staccato
78.0,78.125,Legato
78.25,79.5,Staccato
80.0,80.125,Legato
80.25,80.875,Staccato
81.0,81.125,Legato
81.25,87.875,Staccato
88.0,88.125,Legato
88.25,88.875,Staccato
89.0,89.125,Legato
89.25,92.0,Staccato
