0.9704545454545455,0.9704545454545455,Legato
0.9727272727272727,0.9727272727272727,Staccato
2.0272727272727273,10.772727272727272,48
10.975,10.975,Staccato
12.504545454545454,12.504545454545454,48
13.088636363636363,13.088636363636363,40
13.261363636363635,13.261363636363635,Legato
14.095454545454544,14.095454545454544,48
14.49090909090909,14.49090909090909,Staccato
14.922727272727272,14.922727272727272,Staccato
15.777272727272727,15.777272727272727,48
16.18181818181818,17.39090909090909,48
17.58863636363636,17.58863636363636,Staccato
19.0,19.0,48
25.709090909090907,25.709090909090907,40
41.56818181818181,41.56818181818181,Legato
45.06590909090909,45.06590909090909,48
45.49545454545454,45.49545454545454,Staccato
47.570454545454545,47.570454545454545,Staccato
48.425,51.28636363636363,48
52.29772727272727,54.54545454545454,48
54.74772727272727,55.11818181818182,Staccato
55.72727272727273,55.72727272727273,48
56.93636363636363,56.93636363636363,6
57.175,57.175,Legato
57.595454545454544,57.76590909090909,48
57.94318181818181,58.349999999999994,Staccato
58.97272727272727,58.97272727272727,48
59.740909090909085,59.740909090909085,48
60.143181818181816,60.143181818181816,Staccato
60.37045454545454,60.98863636363636,Legato
61.17045454545454,61.56363636363636,Staccato
62.16590909090909,62.16590909090909,48
62.959090909090904,62.959090909090904,48
63.324999999999996,63.324999999999996,Staccato
63.57272727272727,64.15227272727273,Legato
64.34318181818182,64.73181818181818,Staccato
65.36818181818181,65.36818181818181,48
66.14318181818182,66.14318181818182,48
66.53636363636363,66.53636363636363,Staccato
66.93636363636364,66.93636363636364,48
67.35227272727272,67.35227272727272,48
67.5340909090909,68.11363636363636,Staccato
68.35,68.95227272727273,Legato
69.13636363636363,69.53863636363636,Staccato
70.13863636363637,70.13863636363637,48
77.15681818181818,77.15681818181818,40
77.39999999999999,77.39999999999999,Legato
77.76363636363637,77.76363636363637,Staccato
78.00681818181818,78.60909090909091,Legato
78.80227272727272,79.2,Staccato
79.83181818181818,79.83181818181818,48
80.375,80.375,40
80.55454545454545,80.55454545454545,Legato
80.96136363636363,80.96136363636363,Staccato
83.85681818181818,100.02954545454546,Legato
102.38863636363637,105.44772727272726,Staccato
111.14090909090909,111.14090909090909,48
115.10909090909091,115.10909090909091,40
115.70227272727273,115.70227272727273,Legato
118.50454545454545,118.50454545454545,Staccato
120.46818181818182,121.14772727272727,Legato
121.44090909090909,160.42499999999998,Staccato
163.98636363636362,163.98636363636362,48
165.95454545454544,165.95454545454544,40
166.3409090909091,166.3409090909091,Legato
170.19545454545454,170.19545454545454,Staccato
172.0,280.60681818181814,Legato
280.7863636363636,293.8681818181818,Staccato
