4.040909090909091,4.590909090909091,Staccato
4.779545454545454,4.779545454545454,Legato
7.120454545454545,7.634090909090909,6
7.820454545454545,7.820454545454545,Legato
10.2,10.71590909090909,6
10.9,10.9,Legato
12.729545454545454,13.61590909090909,6
13.779545454545454,15.404545454545454,Legato
15.629545454545454,16.495454545454546,Staccato
16.659090909090907,18.284090909090907,Legato
18.509090909090908,19.334090909090907,Staccato
19.55909090909091,21.104545454545452,Legato
21.30909090909091,22.21590909090909,Staccato
22.4,22.584090909090907,Legato
22.770454545454545,23.654545454545453,Staccato
24.29090909090909,25.174999999999997,6
25.34090909090909,25.34090909090909,Legato
27.170454545454543,27.170454545454543,6
27.354545454545452,27.354545454545452,Legato
27.520454545454545,28.034090909090907,Staccato
28.2,29.724999999999998,Legato
29.95,30.795454545454543,Staccato
30.959090909090907,30.959090909090907,Legato
32.72954545454545,33.595454545454544,6
33.75909090909091,35.38409090909091,Legato
35.590909090909086,36.475,Staccato
36.65909090909091,36.65909090909091,Legato
38.5,39.37045454545454,6
39.54090909090909,39.54090909090909,Legato
41.309090909090905,42.175,6
42.35909090909091,44.00454545454545,Legato
44.209090909090904,46.49545454545454,Staccato
47.07272727272727,47.913636363636364,6
48.220454545454544,48.220454545454544,Legato
49.752272727272725,50.934090909090905,6
51.15909090909091,51.15909090909091,Legato
52.865909090909085,53.69318181818181,6
53.92045454545454,53.92045454545454,Legato
55.70681818181818,56.51363636363636,6
56.720454545454544,56.720454545454544,Legato
58.40681818181818,59.23409090909091,6
59.42045454545454,59.42045454545454,Legato
61.224999999999994,62.054545454545455,6
62.27954545454545,62.27954545454545,Legato
63.986363636363635,64.8340909090909,6
65.02045454545454,66.48409090909091,Legato
66.69090909090909,67.61590909090908,Staccato
67.8,68.2090909090909,Legato
68.39545454545454,69.15454545454546,Staccato
69.87045454545454,70.8340909090909,6
71.05909090909091,72.8,Legato
