2.106818181818182,2.375,Staccato
4.375,4.997727272727272,6
7.0204545454545455,23.536363636363635,6
24.902272727272727,25.09090909090909,Legato
25.261363636363637,28.690909090909088,Staccato
29.940909090909088,30.154545454545453,Legato
30.329545454545453,41.64545454545454,Staccato
43.75,44.35909090909091,6
46.336363636363636,46.970454545454544,6
48.949999999999996,65.55,6
66.89318181818182,67.09772727272727,Legato
67.24772727272727,100.3840909090909,Staccato
101.76818181818182,101.97954545454544,Legato
102.15227272727272,102.875,Staccato
103.06363636363636,103.25227272727273,Legato
103.42954545454545,104.13636363636363,Staccato
104.33181818181818,104.53863636363636,Legato
104.71590909090908,106.18636363636364,Staccato
106.89545454545454,107.09318181818182,Legato
107.26590909090909,107.98409090909091,Staccato
108.15681818181818,108.32045454545454,Legato
108.49772727272726,116.96818181818182,Staccato
117.14772727272727,117.34772727272727,Legato
117.51363636363635,118.24318181818181,Staccato
118.43636363636364,118.63181818181818,Legato
118.8090909090909,122.55227272727272,Staccato
